additional_info,address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,point_of_interest,property_id,property_name,property_type,province,qts,query_time_stamp,review_count_by_category,room_area,room_count,room_facilities,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id,cluster
Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,Number One Mansingh Road,Central Delhi,Delhi,India,2016-08-28,70.0,Taj Hotels Resorts &amp; Palaces,regular,,BeautyShop/Hairdresser|Doctor-on-call|Religious Service|Courier Service|24-hour cyber butler on call|Lounge|Sporting Events|ECO Certified|Handicapped Facilities|Conference Room|Air Conditioning|Ballroom|Swimming Pool|Banquet Facility|Express laundry / Dry cleaning|Ice/Vending Machines|Wireless Data Connection|Bar|Restaurant|Theatre Tickets|Gift Shop|Baggage Repair|High Speed Internet Access|No smoking rooms|Meeting Room|Coffee Shop|Currency Exchange|Elevators|Wheelchair Accessible Elevators|Sight-Seeing|Spa|Personal trainers available|Jewellery Shop|Internet Access|Car hire service|Wheel Chair|Business Center|Yoga sessions on request and are chargeable|Front Desk|Shopping|Disabled Parking|Steam Bath|Doctor on call|Prescription Drugs|Sauna|Steam baths|Free Parking|Wireless Data Connection (in Room)|Souvenir Shop|Babysitting|Health Club|Outdoor Parking|Florist|Valet Parking|Whirlpool/Jacuzzi|Room Service|Video Rental|Executive/Club Floors|Water Purification System in Use|Jacuzzi|Smoking Rooms Available|Fitness Center|Gym|Umbrellas,5,86,28.6047,Central Delhi,77.2233,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/3266945792003853342/na/hq/,IGI Airport|Pragati Maidan|Khan Market|Janpath|Chandni Chowk|Airport|Delhi Golf Club|Humayun's Tomb|Qutub Minar|National Museum|India Gate|Connaught Place|Ansal Plaza|Bahai Temple|Lodhi Gardens|Polo Grounds|Rashtrapati Bhavan|Red Fort|Hauz Khas Village|Central Delhi|Mandi House|Vigyan Bhawan|Thyagaraj Sports Complex|Major Dhyan Chand National Stadium|Supreme Court of India|INA Market|French Cultural Center in India|Sarai Kale Khan Bus Terminus|Embassy of Israel|Embassy of Spain|Delhi High Court|Old Fort|Hazrat Nizammudin Railway Station|Humayuns Tomb|Jawaharlal Nehru Stadium|Delhi Zoo|Brazil Embassy|Embassy Of Russia,HTLDSY00001741,The Taj Mahal Hotel (A Taj Hotel),Hotel,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::10|critical reviews::0|reviews with images::2,,0,Working Desk Phone|Cable/Satellite TV|Handicapped Facilities|Bathroom Amenities|Full size mirror|Internet Access|High Definition TV|Speaker Phone|Bathrobe|Shower Cap|220 AC|Refrigerator|Working Desk|Wireless Connect (in Room)|Two Line Telephone|No Smoking Room|Air Conditioning|Coffee/Tea Maker|Smoke Detector|Seating Area with Sofa or Chair|Dataport|Safe|Large Safe for Laptop|AM/FM Alarm Clock|Private Bath or Shower|Movie Channels|Dry Cleaning|Desk|Clothes Press|Safety Bar in Shower|Hairdryer|Free Newspaper|Mini Bar|Accessible Light Switch|Television|Poolside|220 DC|Shower|CD Player|Remote Control TV|Bath Tub|Blu Ray Player|Slippers|Adapter Plugs avail|Auto Wake Up Call|Phone in Bathroom|Bathtub/shower comb|120 DC|Telephone|Color TV|Video/In-house movies|Bedside Telephone|Direct Dial Phone|Shaving/Beauty Mirror|Voice Mail|Iron/Ironing Board|Walk-in Shower,Deluxe Room City or Pool View KingBed 33 Sq Mt Comp Basic Wifi El Safe,https://www.goibibo.com/hotels/the-claridges-new-delhi-hotel-in-Delhi-2118409569422392824|https://www.goibibo.com/hotels/vivanta-by-taj---ambassador-(a-taj-hotel)-hotel-in-Delhi-1019068903114441979|https://www.goibibo.com/hotels/u-and-me-hotel-in-Delhi-3715719213030457868|https://www.goibibo.com/hotels/ahuja-residency-golf-links-hotel-in-Delhi-6871454056702200652,10.0,4.9,Service Quality::4.7|Amenities::4.7|Food and Drinks::4.7|Value for Money::4.7|Location::4.7|Cleanliness::4.7,goibibo,DELHI,b06c2da2cb942728013b75144b22a477,1
Room Service|Internet Access|Restaurant|Free Internet,"8495, Arakashan Road , Paharganj. 5 Minutes Walk to New Delhi Railway Station. New Delhi",Paharganj,Delhi,India,2016-07-24,82.0,,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Electronic / Magnetic Keys|Open Air Restaurant / Dining |Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet Access|Restaurant|Room Service|Fire Exit Signs,3,78,28.6458711,Paharganj,77.2155578,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/3403263700294913450/na/hq/,Domestic Airport|New Delhi Railway Station|Connaught Place|Pragati Maidan|Karol Bagh|Old Railway Station|Trade Fair Ground|Indira Gandhi International Airport|Government Office|Shiela Cinema|Chuna Mandi|Mother Diary|DMC Depot|Gaffar Market|Agrasen Boali|Chandni Chowk|Shivaji Stadium|Paharganj|Tis Hazari Court|YMCA Institute|Central Delhi|Ajmeri Gate|Karnail Singh Stadium|Jantar Mantar,HTLGBO1000001376,Hotel Raj,Hotel,Delhi,2016-07-24 02:08:01 +0000,2016-07-24 02:08:01 +0000,positive reviews::57|critical reviews::13|reviews with images::11,22 X 22 Sq.ft.,62,"Air Conditioning |Ceiling Fan|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Premium Amenities / Toiletries|TV|Mini Refrigerator|Attached Bathroom|Daily Room Cleaning|Western Toilet Seat",Executive Room with Free Wifi,https://www.goibibo.com/hotels/elegance-hotel-in-Delhi-283370062707066379|https://www.goibibo.com/hotels/sindh-palace-hotel-in-Delhi-7818458704502533044|https://www.goibibo.com/hotels/shivdev-international-hotel-in-Delhi-6685970067887064607|https://www.goibibo.com/hotels/sawera-international-hotel-in-Delhi-3522255736238148635|https://www.goibibo.com/hotels/grand-godwin-hotel-in-Delhi-2384849707503720706,70.0,3.7,Service Quality::3.5|Amenities::3.6|Food and Drinks::4.0|Value for Money::3.8|Location::3.7|Cleanliness::3.9,goibibo,Delhi,943a0a6174ed264818817066e2e664e3,1
Room Service|Internet Access|Restaurant,"D-803, CV Raman Marg, New Friends Colony, New Delhi, Delhi 110025",Okhla,Delhi,India,2016-08-28,84.0,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others. Hotel Lobby is under renovation",Business Center |Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Board Room|Food Facility|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access |Restaurant|Room Service|Public Restrooms,3,54,28.5652109,Okhla,77.27001700000001,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4260349822481479396/na/hq/,South Delhi|Lotus Temple|Humayuns Tomb|Fortis Escorts Heart Institute &amp; Research Centre|Jamia Millia Islamia|ISKCON Temple|Indraprastha Apollo Hospitals|Okhla|Sarai Kale Khan Bus Terminus|Hazrat Nizammudin Railway Station|Fortis Escorts Heart Institute & Research Centre,HTLGBO1000007695,Treebo Royce,Hotel,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::18|critical reviews::1|reviews with images::2,14 X 10 Sq.ft.,16,Breakfast Available|Makeup / Shaving Mirror|HD / LCD Satellite TV |Bedside Table|Western Toilet Seat,Standard Room,https://www.goibibo.com/hotels/tavern--a-business-hotel-hotel-in-Delhi-474556328148722969|https://www.goibibo.com/hotels/delhi-bed-and-breakfast--hotel-in-Delhi-1597878412173461971|https://www.goibibo.com/hotels/ikon-residency-hotel-in-Delhi-8231216166531477887|https://www.goibibo.com/hotels/anikas-nest-delhi-hotel-in-Delhi-8421312590549221017|https://www.goibibo.com/hotels/the-royal-residency-hotel-hotel-in-Delhi-6791856705814344772,19.0,4.0,Service Quality::3.7|Amenities::3.9|Food and Drinks::3.5|Value for Money::4.0|Location::4.1|Cleanliness::3.4,goibibo,Delhi,49640b199176fd22be5fd2bd6dcc340a,2
Room Service|Internet Access|Restaurant|Free Internet,"4/64 , padam singh Road , Karol Bagh",Karol Bagh Area,Delhi,India,2016-06-26,79.0,,gostays,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly One child under 7 years stays free of charge when using existing beds. One older child or adult is charged per person per night in an extra bed. The maximum number of extra beds in a room is 1 We don't accept Delhi Id in case of unmarried couples.,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Catering|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Fax Machine|Limousine Service Available|Multi - Line Phone|Fire Place Available |Cell Phone Rental|Wheelchair Accessibility - Room|Pick Up and Drop (Rly Station, Bus Stand, Temple)| Bike on Rent|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Board Room|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Yoga Hall / Classes|Whirlpool Bath / Shower Cubicle|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Adjoining Rooms|RO Water Purification System|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites",3,49,28.648933000000003,Karol Bagh Area,77.18871899999999,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/778739342801539781/na/hq/,Gaffar Market|New Delhi Railway Station|Cathedral Church of The Redemption|Dr. Ram Manohar Lohia Hospital|Karnail Singh Stadium|Gurudwara Nanaksar Sahib|Shivaji Stadium|Gurudwara Rakabganj Sahib|Delhi Heart and Lung Institute|Lakshmi Narayan Birla Mandir|Palika Bazaar|Janpath Market|YMCA Institute|Gurudwara Bangla Sahib|West Delhi|Ramakrishna Ashram Marg|Metro Rajiv Chowk|Rashtrapati Bhawan|Jantar Mantar|Tis Hazari Court|Connaught Place|Fatehpuri Masjid|Sarai Rohilla Station|Talkatora Stadium|Gangaram Hospital|Karol Bagh Area|Hanuman Temple|Karol Bagh Metro Station|Talkatora Indoor Stadium|Ajmeri Gate|Shivaji Hockey Stadium|BLK Super Speciality Hospital|Mughal Garden,HTLGBO1000008594,Hotel Singh International,Hotel,Delhi,,2016-06-26 05:12:02 +0000,positive reviews::59|critical reviews::9|reviews with images::10,10 X 12 Sq.ft.,26,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Breakfast Available|Window Opens|Slippers|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |International Switch Plugs (on request)|TV|Channel Music|Mirror|Mini Refrigerator,Deluxe Room,https://www.goibibo.com/hotels/the-south-indian-hotel--hotel-in-Delhi-7749975155807771408|https://www.goibibo.com/hotels/regent-intercontinental-hotel-in-Delhi-6431202008463633479|https://www.goibibo.com/hotels/-hotel-jyoti-deluxe-hotel-in-Delhi-9143572472391874620|https://www.goibibo.com/hotels/ambica-deluxe--hotel-in-Delhi-2449870174180524251|https://www.goibibo.com/hotels/karat-87-hotel-hotel-in-Delhi-3456727500504060378|https://www.goibibo.com/hotels/paradise-inn--hotel-in-Delhi-8635508266648323473,68.0,4.1,Service Quality::4.0|Amenities::4.1|Food and Drinks::4.0|Value for Money::4.1|Location::4.2|Cleanliness::4.1,goibibo,Delhi,34c10e4324bfd67035526640d3c29b3e,1
Room Service|Restaurant,"1750, Laxmi Narayan Street ,Chuna Mandi, Pahar Ganj, New Delhi",Paharganj,Delhi,India,2016-08-28,84.0,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Airport Transfer Available / Surcharge|Currency Exchange|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Suitable For Children|Car Rental|Express Laundry|Taxi Services|Food Facility|Newspapers In Lobby|Parking Facility|Restaurant|Room Service,3,47,28.640776000000002,Paharganj,77.2091298,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/2802270892471816488/na/hq/,Ramakrishna Ashram Marg|Shivaji Hockey Stadium|Delhi Heart and Lung Institute|Paharganj|Lakshmi Narayan Birla Mandir|Central Delhi|Shivaji Stadium,HTLGBO1000007596,Treebo Natraj Yes Please,Hotel,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::56|critical reviews::3|reviews with images::8,11 X 10 Sq.ft.,49,Room Service |Air Conditioning |Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Premium Amenities / Toiletries|Moisturiser|Coffee Table|TV|Mirror|Attached Bathroom|Daily Room Cleaning|Sufficient Lighting|Western Toilet Seat,Single Room,https://www.goibibo.com/hotels/bella-vista-hotel-in-Delhi-6849973839777050512|https://www.goibibo.com/hotels/raj-villa-hotel-in-Delhi-1885428666473421438|https://www.goibibo.com/hotels/krishna-cottage-hotel-in-Delhi-4208304730309117234|https://www.goibibo.com/hotels/backpacker-panda-delhi-hotel-in-Delhi-6966605683774271354|https://www.goibibo.com/hotels/metropolis-tourist-home-hotel-in-Delhi-1043231650456188340|https://www.goibibo.com/hotels/bajrang-guest-house-hotel-in-Delhi-3223352788673137232|https://www.goibibo.com/hotels/le-grand-int-hotel-in-Delhi-3476414688911329488|https://www.goibibo.com/hotels/optimum-star-plaza-hotel-in-Delhi-1670086119434054518,59.0,4.3,Service Quality::4.2|Amenities::4.3|Food and Drinks::4.4|Value for Money::4.3|Location::4.4|Cleanliness::4.4,goibibo,Delhi,691fc05af09638a8fb9737ef4d634c79,1
Room Service|Internet Access|Free Internet,1335 Gali Sangatrashan near punjab and sindh bank Paharganj New delhi,Paharganj,Delhi,India,2016-06-26,77.0,,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Guests with delhi I.D not allowed to check in.Out station unmarried couples are allowed only with valid ID proof.,"Airport Transfer Available / Surcharge|Beauty Salon - on charge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Non Smoking Rooms|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Power Backup|Wake-up Call / Service|Separate Sitting Area|ATM / Banking|Electronic / Magnetic Keys|Multi - Line Phone|Floor Butler|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Transfers Available|Car Rental|Express Laundry|Taxi Services| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Courier Service|Internet / Fax (Reception area only)|RO Water Purification System|Internet Access|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Hotel Trading License|Metal Detectors|Pest Control Facility",2,46,28.6435638018,Paharganj,77.2130873991,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/4175597712778252973/na/hq/,Gaffar Market|Gurudwara Sisganj Sahib|New Delhi Railway Station|Chandni Chowk|Embassy Of Islamic Republic Of Iran|Central Baptist Church|Barakhambha Road Metro Station|Govind Ballabh Pant institute of Postgraduate Medical Education &amp;Resarch|Dr. Ram Manohar Lohia Hospital|Karnail Singh Stadium|Metro Rajiv Chowk|Shivaji Stadium|Delhi Heart and Lung Institute|Lakshmi Narayan Birla Mandir|Janpath Market|YMCA Institute|Gurudwara Bangla Sahib|Ramakrishna Ashram Marg|Talkatora Indoor Stadium|Karol Bagh Metro Station|Jantar Mantar|Connaught Place|Fatehpuri Masjid|Patiala House Court|Embassy Of Nepal|Lok Nayak Jai Prakash Narayan Hospital|Agrasen Boali|Gangaram Hospital|Paharganj|Central Delhi|Jama Masjid|Ajmeri Gate|Shivaji Hockey Stadium|Hanuman Temple|Palika Bazaar|Govind Ballabh Pant institute of Postgraduate Medical Education &Resarch,HTLGBO1000016716,Hotel Shivam International,Hotel,Delhi,,2016-06-26 05:12:02 +0000,positive reviews::393|critical reviews::115|reviews with images::54,11 X 12 Sq.ft.,39,"Room Service |Air Conditioning |Alarm Clock|Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Heating Facility (on request) |Iron / Ironing board available|Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Coffee Table|Wardrobe|HD / LCD Satellite TV |International Switch Plugs (on request)|TV|Room Heater|Mirror|Utensils (on request)|Electronic Weighing Machine|Attached Bathroom|Daily Room Cleaning|Room with Window/Ventilation|Sufficient Lighting|Western Toilet Seat|Breakfast chargeable",Budget Non Ac Room,https://www.goibibo.com/hotels/golden-gate-deluxe-hotel-in-Delhi-6253729076377626631|https://www.goibibo.com/hotels/bombay-palace-hotel-in-Delhi-7325022032574900335|https://www.goibibo.com/hotels/alfa-continental-hotel-in-Delhi-5187624662735517725|https://www.goibibo.com/hotels/sahara-international-deluxe-hotel-in-Delhi-8385904110563380982|https://www.goibibo.com/hotels/express-66-hotel-in-Delhi-3407088070054300769|https://www.goibibo.com/hotels/silver-shine-hotel-in-Delhi-8998903201971088528|https://www.goibibo.com/hotels/crystal-deluxe-hotel-in-Delhi-548454096245650797,508.0,3.8,Service Quality::3.7|Amenities::3.7|Food and Drinks::3.9|Value for Money::3.9|Location::3.6|Cleanliness::3.9,goibibo,Delhi,35bc4e5cbe52c72e9997ee96106f85d9,1
Room Service|Internet Access|Swimming Pool|Restaurant,"Main G.T. Karnal Road, Jindpur",Alipur,Delhi,India,2016-08-28,79.0,,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Limousine Service Available|Wheelchair Accessibility - Room|Car Rental|Taxi Services|Board Room|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Room Service (24 Hours)|Party hall|STD / ISD|Adjoining Rooms|RO Water Purification System|Internet Access,3,43,28.80421448,Alipur,77.14267731,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/6032821368687370794/na/hq/,Alipur|North Delhi,HTLGBO1000003603,Tivoli Grand Resort Hotel,Resort,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::49|critical reviews::5|reviews with images::8,,20,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Voicemail|Shower Facility Available|Newspapers|Mineral Water|Premium Beddings / Hypo-Allergenic | Hot / Cold Running Water|Housekeeping|Desk in Room|Makeup / Shaving Mirror|Premium Amenities / Toiletries|Safe - In - Room |HD / LCD Satellite TV |Sofa Table / Extra Seats |Pillow menu|Mirror|Luggage Rack,Deluxe Room,https://www.goibibo.com/hotels/the-retreat-resort---hotel-in-Delhi-7612189152374018213|https://www.goibibo.com/hotels/lavanya-motel-hotel-in-Delhi-2926147879702511383|https://www.goibibo.com/hotels/hello-namaste-india---rohini-hotel-in-Delhi-5694803239148953509|https://www.goibibo.com/hotels/mantram-hotel-and-resort-hotel-in-Delhi-7626748171415189255|https://www.goibibo.com/hotels/lotus-paradise-hotel-in-Sonipat-7800858232850590891|https://www.goibibo.com/hotels/eagle-international-inn-hotel-in-Sonipat-2226220230134414073,54.0,4.2,Service Quality::4.1|Amenities::4.1|Food and Drinks::4.3|Value for Money::4.2|Location::4.1|Cleanliness::4.4,goibibo,Delhi,d44818b23c6612d4259b5427fdf6731b,3
Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,Sujan Singh Park Subramania Bharti Marg,Central Delhi,Delhi,India,2016-08-21,77.0,Taj Hotels Resorts &amp; Palaces,regular,,"Scanning services|BeautyShop/Hairdresser|Doctor-on-call|Special requests|Photocopying|Internet Access|Flight status|Business Center|Banquet Facility|Wi-Fi access with printing|Secretarial services|Mobile phones; SIM cards on hire|Fitness Center|Front Desk|Ballroom|Local errands - shopping/medicines/telecommunication etc.|Gym|Beauty Salon|Tailor-made itineraries|Babysitting, with 24 hours prior notification|High speed Internet access in meeting spaces|24-hour in room dining|Free Parking|DVD Library|Airport and railway transfers|Flowers|Souvenir Shop|Wireless Data Connection|Health Club|Bar|Currency exchange|Restaurant|Shoe shine|City sightseeing tours|Car rentals|Postal &amp; Parcel Services|Gift Shop|Facsimile|Wireless Data Connection (in Room)|High Speed Internet Access|Room Service|News Stand/Books|No smoking rooms|Meeting Room|Fashion wear|Coffee Shop|Workstations|Elevators|24-hour Business Centre|Video-conferencing facilities|Travel &amp; Tours desk|24 hour Express laundry/Dry cleaning|Spa|Restaurant &amp; theatre bookings|Swimming Pool",5,39,28.6017,Central Delhi,77.2286,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/1019068903114441979/na/hq/,Khan Market|Parliament House|Safdarjung Airport|North Block&amp;South Block|India Gate|Connaught Place|Pragati Maidan|Humayun's Tomb|Lodhi Gardens|Railway Station|Indian Habitat Centre|Jawaharlal Nehru Stadium|Hazrat Nizammudin Railway Station|Humayuns Tomb|Delhi Zoo|Embassy of Israel|Embassy of Spain|INA Market|French Cultural Center in India|Supreme Court of India|Sarai Kale Khan Bus Terminus|Thyagaraj Sports Complex|Central Delhi|Major Dhyan Chand National Stadium|Brazil Embassy|Delhi High Court|Old Fort,HTLDSY00001760,Vivanta by Taj - Ambassador (A Taj Hotel),Hotel,Delhi,2016-08-21 04:45:27 +0000,2016-08-21 04:45:27 +0000,positive reviews::16|critical reviews::2|reviews with images::2,,0,Air Conditioning|Cable/Satellite TV|No Smoking Room|Desk|Telephone|Smoke Detector|Internet Access|Dataport|Coffee/Tea Maker|Mini Bar|Direct Dial Phone|Television|Handicapped Facilities|Safe|Iron/Ironing Board|Bathrobe|Bathroom Amenities|Hairdryer|Shower Cap|Dry Cleaning|Bedside Telephone|Fan|Working Desk|Two Line Telephone|Free Newspaper|Remote Control TV|Shower|Clothes Press|Speaker Phone|Slippers,"Superior Charm Room/City View/Twin Bed/
/23-30 Sq Mt/Pvt Balcony/Comp Basic Wifi",https://www.goibibo.com/hotels/the-claridges-new-delhi-hotel-in-Delhi-2118409569422392824|https://www.goibibo.com/hotels/u-and-me-hotel-in-Delhi-3715719213030457868|https://www.goibibo.com/hotels/ahuja-residency-golf-links-hotel-in-Delhi-6871454056702200652|https://www.goibibo.com/hotels/the-taj-mahal-hotel-(a-taj-hotel)-hotel-in-Delhi-3266945792003853342,18.0,4.1,Service Quality::4.4|Amenities::4.1|Food and Drinks::4.0|Value for Money::4.0|Location::4.4|Cleanliness::4.5,goibibo,DELHI,d79f3c9fb54d14804c9f8f5b538dcd7b,1
